id,symbol,current_price,market_cap
"id,symbol,current_price,market_cap",,,
"bitcoin,btc,65267.0,1290697148611",,,
"ethereum,eth,2633.02,317220493030",,,
"tether,usdt,0.999505,119298028017",,,
"binancecoin,bnb,601.87,87915931441",,,
"solana,sol,156.06,73164899015",,,
"usd-coin,usdc,0.999442,36289268688",,,
"ripple,xrp,0.592816,33506830796",,,
"staked-ether,steth,2632.37,25880848146",,,
"dogecoin,doge,0.118273,17290825211",,,
"the-open-network,ton,5.78,14667546102",,,
"cardano,ada,0.398204,14224704830",,,
"tron,trx,0.153121,13282336054",,,
"avalanche-2,avax,28.92,11743252881",,,
"wrapped-steth,wsteth,3112.51,10958691294",,,
"shiba-inu,shib,1.851e-05,10920374148",,,
"wrapped-bitcoin,wbtc,65175.0,9941405733",,,
"chainlink,link,12.56,7878802016",,,
"weth,weth,2639.55,7627415554",,,
"bitcoin-cash,bch,354.73,7018084165",,,
"polkadot,dot,4.81,6826547539",,,
"near,near,5.68,6298427321",,,
"uniswap,uni,7.24,5468913997",,,
"dai,dai,0.999262,5445126231",,,
"leo-token,leo,5.84,5429612022",,,
"litecoin,ltc,67.94,5099686648",,,
"sui,sui,1.7,4574697758",,,
"internet-computer,icp,9.48,4472012079",,,
"wrapped-eeth,weeth,2756.81,4383233254",,,
"fetch-ai,fet,1.65,4308374922",,,
"aptos,apt,8.09,4057092992",,,
"kaspa,kas,0.163592,4055827382",,,
"pepe,pepe,9.49e-06,3995886719",,,
"bittensor,tao,516.32,3811884983",,,
"polygon-ecosystem-token,pol,0.427503,3154890856",,,
"blockstack,stx,2.05,3055559144",,,
"monero,xmr,165.05,3046354419",,,
"ethereum-classic,etc,20.19,3009282500",,,
"first-digital-usd,fdusd,0.998782,2917447593",,,
"stellar,xlm,0.098277,2916776083",,,
"immutable-x,imx,1.78,2871178778",,,
"ethena-usde,usde,0.998337,2546589577",,,
"okb,okb,42.12,2530668378",,,
"render-token,render,6.35,2502221016",,,
"aave,aave,164.8,2466225921",,,
"filecoin,fil,4.09,2403298036",,,
"crypto-com-chain,cro,0.08673,2341521278",,,
"hedera-hashgraph,hbar,0.060998,2293737403",,,
"arbitrum,arb,0.629893,2280844413",,,
"injective-protocol,inj,23.1,2258686030",,,
"dogwifcoin,wif,2.22,2218003816",,,
"mantle,mnt,0.64709,2114959753",,,
"optimism,op,1.74,2073885868",,,
"vechain,vet,0.02549586,2068062220",,,
"fantom,ftm,0.716083,2013134905",,,
"cosmos,atom,5.01,1961699027",,,
"thorchain,rune,5.51,1854956765",,,
"the-graph,grt,0.188193,1800297849",,,
"sei-network,sei,0.484426,1709149806",,,
"whitebit,wbt,11.24,1620655398",,,
"binance-peg-weth,weth,2634.84,1595100481",,,
"theta-token,theta,1.51,1516110569",,,
"arweave,ar,23.0,1505793611",,,
"floki,floki,0.00015085,1464139428",,,
"rocket-pool-eth,reth,2940.99,1442762153",,,
"bonk,bonk,2.042e-05,1420472797",,,
"maker,mkr,1589.7,1402959060",,,
"bitget-token,bgb,0.995034,1393973839",,,
"solv-btc,solvbtc,65255.0,1358851412",,,
"celestia,tia,6.32,1353257946",,,
"pyth-network,pyth,0.365326,1324697105",,,
"mantle-staked-ether,meth,2748.23,1315536467",,,
"jupiter-exchange-solana,jup,0.940745,1271656719",,,
"helium,hnt,7.4,1262368254",,,
"matic-network,matic,0.42694,1232230004",,,
"algorand,algo,0.142417,1178582842",,,
"ondo-finance,ondo,0.819256,1169863291",,,
"quant-network,qnt,79.36,1154540036",,,
"gatechain-token,gt,8.96,1149137746",,,
"jasmycoin,jasmy,0.02352689,1139194302",,,
"lido-dao,ldo,1.24,1114617024",,,
"mantra-dao,om,1.26,1058991840",,,
"bitcoin-cash-sv,bsv,51.64,1021230847",,,
"popcat,popcat,1.039,1018034849",,,
"coredaoorg,core,1.12,1017735092",,,
"worldcoin-wld,wld,2.11,1004160441",,,
"renzo-restaked-eth,ezeth,2683.06,975473057",,,
"kucoin-shares,kcs,8.23,971863739",,,
"based-brett,brett,0.097051,963126013",,,
"flow,flow,0.619287,951670804",,,
"beam-2,beam,0.01856118,951017256",,,
"bittorrent,btt,9.68737e-07,938289925",,,
"ether-fi-staked-eth,eeth,2638.46,899635997",,,
"gala,gala,0.02284735,896297118",,,
"notcoin,not,0.00859786,881991346",,,
"starknet,strk,0.471033,843219043",,,
"msol,msol,190.04,826829612",,,
"eos,eos,0.540192,820032248",,,
"ordinals,ordi,38.92,817816964",,,
"elrond-erd-2,egld,29.67,815422483",,,
"klay-token,klay,0.13889,807033673",,,
